City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,kodiak,57.79,-152.4072,12.73,88,100,2.06,US,1724771669
84,kingston,17.997,-76.7936,28.53,84,75,7.2,JM,1724771470
85,pekalongan,-6.8886,109.6753,25.56,72,70,2.53,ID,1724771672
86,ratnagiri,16.9833,73.3,26.32,86,100,7.98,IN,1724771673
87,rio grande,-32.035,-52.0986,14.49,74,55,1.48,BR,1724771674
88,mitu,1.1983,-70.1733,28.57,58,44,1.94,CO,1724771675
89,hamilton,39.1834,-84.5333,31.61,57,0,3.09,US,1724771633
90,carnarvon,-24.8667,113.6333,19.57,70,0,6.86,AU,1724771677
91,st. john's,47.5649,-52.7093,17.86,93,100,4.47,CA,1724771678
92,arno,60.1167,18.6333,19.12,55,73,6.11,SE,1724771679
93,chonchi,-42.6128,-73.8092,10.62,64,49,1.0,CL,1724771681
94,alaghsas,17.0187,8.0168,25.0,76,100,14.61,NE,1724771682
95,alofi,-19.0595,-169.9187,20.94,88,0,3.6,NU,1724771683
96,tolanaro,-25.0319,46.9987,22.07,79,0,8.51,MG,1724771684
97,atafu village,-8.5421,-172.5159,27.78,76,71,5.16,TK,1724771685
98,qui nhon,13.7667,109.2333,25.03,91,54,3.24,VN,1724771686
99,saipan,15.1355,145.701,28.39,89,20,3.09,MP,1724771665
100,mtimbira,-8.7833,36.35,30.25,44,77,0.68,TZ,1724771689
101,puerto madryn,-42.7692,-65.0385,10.92,38,0,7.4,AR,1724771571
102,ongjin,37.9347,125.3619,22.5,83,0,2.39,KP,1724771692
103,ust-nera,64.5667,143.2,4.84,94,100,0.71,RU,1724771693
104,gebeit,21.0667,36.3167,34.82,27,97,3.43,SD,1724771694
105,sayansk,54.1088,102.1648,12.84,65,31,0.42,RU,1724771695
106,port-gentil,-0.7193,8.7815,25.03,81,6,6.95,GA,1724771697
107,zaozersk,69.4005,32.4476,14.78,57,88,12.72,RU,1724771698
108,iskateley,67.6803,53.1512,17.73,61,98,3.7,RU,1724771699
109,moissala,8.3404,17.7663,29.15,76,60,1.27,TD,1724771700
110,invercargill,-46.4,168.35,7.79,93,60,0.45,NZ,1724771701
111,urzhar,47.093,81.6294,20.48,23,0,3.66,KZ,1724771702
112,kaindy,42.8247,73.6759,22.68,28,56,2.62,KG,1724771703
113,moberly,39.4184,-92.4382,30.99,58,0,3.09,US,1724771704
114,weno,7.4515,151.8468,29.09,74,81,4.08,FM,1724771706
115,salalah,17.0151,54.0924,25.06,94,100,1.03,OM,1724771707
116,bamboo flat,11.7,92.7167,25.72,86,100,5.61,IN,1724771708
117,ishikawa,26.4233,127.8214,30.19,82,20,9.77,JP,1724771709
118,bikenibeu village,1.3673,173.1241,27.98,83,40,5.14,KI,1724771710
119,puquio,-14.7,-74.1333,16.27,36,9,1.21,PE,1724771711
120,majdal shams,33.2684,35.7694,22.37,41,0,4.05,IL,1724771712
121,puerto baquerizo moreno,-0.9,-89.6,20.55,83,75,6.17,EC,1724771714
122,robertsport,6.7533,-11.3686,25.92,87,84,6.52,LR,1724771715
123,pisco,-13.7,-76.2167,17.79,82,100,2.06,PE,1724771716
124,thompson,55.7435,-97.8558,14.65,48,10,2.06,CA,1724771717
125,berdigestyakh,62.0989,126.6992,6.83,62,100,0.66,RU,1724771718
126,lagoa,39.05,-27.9833,22.67,64,38,4.86,PT,1724771719
127,antonio enes,-16.2325,39.9086,25.31,72,21,5.46,MZ,1724771720
128,port elizabeth,-33.918,25.5701,17.16,80,75,12.86,ZA,1724771692
129,santa ana de yacuma,-13.75,-65.4333,30.2,20,0,0.1,BO,1724771723
130,karratha,-20.7377,116.8463,24.14,62,4,6.09,AU,1724771724
131,tazovsky,67.4667,78.7,12.61,89,35,2.23,RU,1724771725
132,mount gambier,-37.8333,140.7667,11.92,89,100,8.41,AU,1724771726
133,bongao,5.0833,119.7833,27.67,79,72,1.87,PH,1724771728
134,beboto,8.2668,16.939,30.48,68,51,1.38,TD,1724771729
135,aasiaat,68.7098,-52.8699,2.23,98,100,2.92,GL,1724771731
136,tucuma,-0.1833,-50.05,32.34,56,59,1.42,BR,1724771732
137,san jose,37.3394,-121.895,20.42,65,0,0.0,US,1724771436
138,fort mcmurray,56.7268,-111.381,17.15,49,64,4.83,CA,1724771734
139,a coruna,43.3713,-8.396,24.88,72,20,4.12,ES,1724771735
140,yuzhno-kurilsk,44.0306,145.8556,20.24,99,100,5.22,RU,1724771736
141,nuuk,64.1835,-51.7216,9.34,76,75,1.03,GL,1724771737
142,happy valley-goose bay,53.3168,-60.3315,28.23,36,100,5.5,CA,1724771738
143,kunshan,31.3776,120.9543,24.68,93,99,2.19,CN,1724771740
144,san andres,12.5847,-81.7006,31.01,74,20,4.63,CO,1724771742
145,chifeng,42.2683,118.9636,18.23,62,0,1.97,CN,1724771743
146,hawaiian paradise park,19.5933,-154.9731,22.16,98,100,2.57,US,1724771745
